relation	product_status	enterprise_status	product_bytes	enterprise_bytes	product_sha256	enterprise_sha256	path
identical	untracked	untracked	1293	1293	1d117e3377c3af9f1a43134b00ee6f5ff2d09d591a1d1a5a9d0b773dfe6ee45f	1d117e3377c3af9f1a43134b00ee6f5ff2d09d591a1d1a5a9d0b773dfe6ee45f	packages/ui-foundation/tests/foundation.spec.ts
identical	modified	modified	1702	1702	12596173ac094ff099dd24a143e726c87ef47956e8ce284c4104d08a6876956e	12596173ac094ff099dd24a143e726c87ef47956e8ce284c4104d08a6876956e	packages/user-settings/package.json
identical	modified	modified	2710	2710	e0eb6177bbe2580e9108ed1a149e36a737a82918f513891dca6a30be94a31e06	e0eb6177bbe2580e9108ed1a149e36a737a82918f513891dca6a30be94a31e06	packages/visual-experience/README.md
identical	modified	modified	2239	2239	da29da7a0052a7dc742bb174e934246c7940675937bb83aa9c78d667099a6a62	da29da7a0052a7dc742bb174e934246c7940675937bb83aa9c78d667099a6a62	packages/visual-experience/package.json
divergent	modified	modified	71936	69726	1764edc9c5386115e05def01981dc4767dc196d22bc9a32d9fbaa959a2eaca26	1b95af4c0c64fd4e1b30612453532577ca1647402571dbf134e023653b7e990b	packages/visual-experience/src/client/index.tsx
divergent	modified	modified	35836	32968	bcd1bf7a571badd4ab22d20b6e3497e7ced7a6953dfec94e9e8c118fb6329016	fa188898e623346fd702d4f6882d659d570b25c89f87389ba0fad86bfeb845a4	packages/visual-experience/tests/client.spec.tsx
identical	modified	modified	2612	2612	535ef5264aea37a3fb23e9113dd36703156e051454edb37df77643fa83c435b8	535ef5264aea37a3fb23e9113dd36703156e051454edb37df77643fa83c435b8	packages/walmart-proposal-adapter/README.md
identical	modified	modified	1246	1246	b9c1d471d6c3d56ba13630a146775e562515a2399459069f8b46f6771b7fad57	b9c1d471d6c3d56ba13630a146775e562515a2399459069f8b46f6771b7fad57	packages/walmart-proposal-adapter/package.json
identical	modified	modified	25858	25858	4b8a4e88d2db1958ea044837e9baccc30a41f91933aee2bcb80565267be771ae	4b8a4e88d2db1958ea044837e9baccc30a41f91933aee2bcb80565267be771ae	packages/walmart-proposal-adapter/runtime/runner.py
identical	modified	modified	15727	15727	148b093fa4272df211db02e92a613b4a50e6d7c8c837ab7ebb827bb7d3abb7ff	148b093fa4272df211db02e92a613b4a50e6d7c8c837ab7ebb827bb7d3abb7ff	packages/walmart-proposal-adapter/src/index.ts
identical	modified	modified	6896	6896	8d5d1de83be258d4176363dd6371fd57d1bae5ad7f25900f06c80d39fa6dc988	8d5d1de83be258d4176363dd6371fd57d1bae5ad7f25900f06c80d39fa6dc988	packages/walmart-proposal-adapter/tests/provider.spec.ts
identical	modified	modified	6117	6117	41403ff0c382889ce823f9aa25aaef35160461dbe6bc73855fdffed9875caa30	41403ff0c382889ce823f9aa25aaef35160461dbe6bc73855fdffed9875caa30	packages/walmart-proposal-adapter/tests/python-parity.spec.ts
identical	modified	modified	1319	1319	9d9605780c9a78f4f8195f356c7d1039fbf59b5610d793dfcb188184b6545c54	9d9605780c9a78f4f8195f356c7d1039fbf59b5610d793dfcb188184b6545c54	packages/workspace-project/package.json
divergent	modified	modified	911676	916173	3ef646e45c7e1b135087c46332f1e119fac927fc94219e1099b4fdce99ca5459	8a82571f912eb4784ac0f9ee7de10980d1c807c060c211a86ab8a74ec8aa5303	pnpm-lock.yaml
divergent	modified	modified	197	234	ed19d9f203744ce3ac3e7b29e20780c1030fb02bc8f37a1de497ae58ddb3b034	bbe0bec5330f4abf24646429ed4b8c12fbb94c9790813084655ae509b1c10719	pnpm-workspace.yaml
divergent	modified	modified	3929	4496	00c1a5c20b2695b775330fff1dc55580629243dcd7746ea423def4b4f8888ce4	d4c59ba3738e903986d5ebf30aa0cdab019a95acc8974ecde0fa9252f8ab70b4	scripts/build.mjs
identical	untracked	untracked	3137	3137	d39977cb9140e78a8486cd6487ae773df35b2b86dd8bdd3b0ac8f94f5f2fe233	d39977cb9140e78a8486cd6487ae773df35b2b86dd8bdd3b0ac8f94f5f2fe233	scripts/check-bundle-budget.mjs
identical	modified	modified	1514	1514	e68898c0764d0501d2640614dbdbe4c2e8dec82346784de4ff422d81f5a57ddd	e68898c0764d0501d2640614dbdbe4c2e8dec82346784de4ff422d81f5a57ddd	scripts/check-docs.mjs
divergent	modified	modified	9232	9630	abc7ea77c519c26821451f3b4e2863a00a0f9d82993706c2785a5367b8df53ef	c99a02c0af77cbd2cf1e0c37654f7e7da2275b2feffe5bdbfb03ba6ba18db10b	scripts/check-package-compliance.mjs
divergent	modified	modified	8460	9116	3819ea3b3f926defe1c328f7beebfdcb836c0956c37ce94d42bd1d0d9987817e	161aaacfddf7e3181c6037fb457b8a76c62d68f566c1822aceadb67706478275	scripts/verify-agent-skill-centers.mjs
divergent	modified	modified	19529	19123	7a91c6af6b4b95ddc8a1bd44fb73baa37d11dfa3181e719bc4e839e6f35f8a54	275806fb3e85386b350d12889cd072712dcf0be02a5f586290c79aaa65dee190	scripts/verify-framework.mjs
divergent	modified	modified	65710	61843	f8300f5b359369596648aba4572666874949942421172637b3ba2042152d7276	2cb485e11ed57a8f951ad18e6664d12ba1c5cce7f6c7e08ef58a7de86a3d0189	scripts/verify-harness-composition.mjs
identical	modified	modified	500	500	b03c2341c66324f9cde1c891cc44b8f6e60014b3f2bdd9966e3263fbfb3bea67	b03c2341c66324f9cde1c891cc44b8f6e60014b3f2bdd9966e3263fbfb3bea67	tsconfig.base.json
divergent	modified	modified	1742	2221	8ffe8aa7eb0fecc8543e83ff2610917fc9c6ff2950abccfe7b1053dd4a0839f8	7773c0c10333f8f42c8c2acc96407384621754400d095bce2a6949f5d35c3405	tsconfig.json
